Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,Motherboard
16,8,0,1,0,LD,FO,0
16,8,1,1,0,LD,FO,1
16,8,2,1,0,LD,FM,2
16,8,3,1,0,LD,FM,3
16,8,4,1,0,LD,FM,4
16,8,5,1,0,LD,FM,5
16,8,6,1,0,LD,FM,6
16,8,7,1,0,LD,FO,7
16,9,0,1,0,LD,aO,0
16,9,1,1,0,LD,FO,1
16,9,2,1,0,LD,FO,2
16,9,3,1,0,LD,FO,3
16,9,4,1,0,LD,FO,3
16,9,5,1,0,LD,FO,4
16,9,6,1,0,LD,FO,5
16,9,7,1,0,LD,FO,6
16,9,8,1,0,LD,FO,7
16,10,2,1,0,LD,aO,2
16,10,3,1,0,LD,bO,3
16,10,4,1,0,LD,bO,3
16,10,5,1,0,LD,bO,3
16,10,6,1,0,LD,bO,4
16,10,7,1,0,LD,bO,5
16,10,8,1,0,LD,aO,6
17,2,0,4,5,HD,gI,0
17,2,1,3,3,HD,dI,3
17,3,0,4,4,HD,FI,0
17,3,1,4,5,HD,FI,1
17,3,2,4,5,HD,FI,3
17,4,0,2,2,HD,FI,0
17,4,1,3,3,HD,FI,1
17,4,2,3,3,HD,FI,2
17,4,3,3,3,HD,FI,3
17,5,0,1,2,LD,FM,0
17,5,1,3,2,HD,FI,1
17,5,2,2,2,HD,FI,2
17,5,3,2,2,HD,FI,2
17,5,4,3,2,HD,FI,3
17,6,0,1,2,LD,FM,0
17,6,1,1,2,LD,FM,1
17,6,2,1,2,LD,FM,2
17,6,3,1,2,LD,FM,6
17,6,4,1,2,LD,FM,7
17,6,5,1,2,LD,FM,8
17,7,0,1,2,LD,FM,0
17,7,1,1,2,LD,FM,1
17,7,2,1,2,LD,FM,2
17,7,3,1,2,LD,FM,4
17,7,4,1,2,LD,FM,6
17,7,5,1,2,LD,FM,7
17,7,6,1,2,LD,FM,8
17,8,0,1,2,LD,FO,0
17,8,1,1,2,LD,FO,1
17,8,2,1,2,LD,FM,2
17,8,3,1,2,LD,FM,4
17,8,4,1,2,LD,FM,5
17,8,5,1,2,LD,FM,6
17,8,6,1,2,LD,FM,7
17,8,7,1,2,LD,FO,8
17,9,0,1,1,LD,aO,0
17,9,1,1,2,LD,FO,1
17,9,2,1,2,LD,FO,2
17,9,3,1,2,LD,FO,4
17,9,4,1,2,LD,FO,3
17,9,5,1,2,LD,FO,5
17,9,6,1,2,LD,FO,6
17,9,7,1,2,LD,FO,7
17,9,8,1,2,LD,FO,8
17,10,2,1,1,LD,aO,2
17,10,3,1,2,LD,FO,4
17,10,4,1,2,LD,FO,3
17,10,5,1,2,LD,bO,3
17,10,6,1,2,LD,FO,5
17,10,7,1,2,LD,FO,6
17,10,8,1,1,LD,aO,7
17,11,4,0,0,LD,cO,3
17,11,7,0,0,LD,cO,5
18,2,0,4,0,HD,gI,0
18,2,1,3,0,HD,dI,3
18,3,0,3,0,HD,FI,0
18,3,1,4,0,HD,FI,1
18,3,2,4,0,HD,FI,3
18,4,0,2,0,HD,FI,0
18,4,1,3,0,HD,FI,1
18,4,2,3,0,HD,FI,2
18,4,3,3,0,HD,FI,3
18,5,0,1,0,LD,FM,0
18,5,1,3,0,HD,FI,1
18,5,2,2,0,HD,FI,2
18,5,3,2,0,HD,FI,2
18,5,4,3,0,HD,FI,3
18,6,0,1,0,LD,FM,0
18,6,1,1,0,LD,FM,1
18,6,2,1,0,LD,FM,2
18,6,3,1,0,LD,FM,6
18,6,4,1,0,LD,FM,7
18,6,5,1,0,LD,FM,8
18,7,0,1,0,LD,FM,0
18,7,1,1,0,LD,FM,1
18,7,2,1,0,LD,FM,2
18,7,3,1,0,LD,FM,3
18,7,4,1,0,LD,FM,6
18,7,5,1,0,LD,FM,7
18,7,6,1,0,LD,FM,8
18,8,0,1,0,LD,FO,0
18,8,1,1,0,LD,FO,1
18,8,2,1,0,LD,FM,2
18,8,3,1,0,LD,FM,3
18,8,4,1,0,LD,FM,5
18,8,5,1,0,LD,FM,6
18,8,6,1,0,LD,FM,7
18,8,7,1,0,LD,FO,8
18,9,0,1,0,LD,aO,0
18,9,1,1,0,LD,FO,1
18,9,2,1,0,LD,FO,2
18,9,3,1,0,LD,FO,3
18,9,4,1,0,LD,FO,4
18,9,5,1,0,LD,FO,5
18,9,6,1,0,LD,FO,6
18,9,7,1,0,LD,FO,7
18,9,8,1,0,LD,FO,8
18,10,2,1,0,LD,aO,2
18,10,3,1,0,LD,bO,3
18,10,4,1,0,LD,bO,4
18,10,5,1,0,LD,bO,4
18,10,6,1,0,LD,bO,5
18,10,7,1,0,LD,bO,6
18,10,8,1,0,LD,aO,7
19,2,0,4,4,HD,gI,0
19,2,1,3,3,HD,dI,3
19,3,0,3,3,HD,FI,0
19,3,1,4,4,HD,FI,1
19,3,2,4,4,HD,FI,3
19,4,0,2,2,HD,FI,0
19,4,1,3,3,HD,FI,1
19,4,2,3,3,HD,FI,2
19,4,3,3,3,HD,FI,3
19,5,0,1,2,LD,FM,0
19,5,1,3,2,HD,FI,1
19,5,2,2,2,HD,FI,2
19,5,3,2,2,HD,FI,2
19,5,4,3,2,HD,FI,3
19,6,0,1,2,LD,FM,0
19,6,1,1,2,LD,FM,1
19,6,2,1,2,LD,FM,2
19,6,3,1,2,LD,FM,6
19,6,4,1,2,LD,FM,7
19,6,5,1,2,LD,FM,8
19,7,0,1,2,LD,FM,0
19,7,1,1,2,LD,FM,1
19,7,2,1,2,LD,FM,2
19,7,3,1,2,LD,FM,4
19,7,4,1,2,LD,FM,6
19,7,5,1,2,LD,FM,7
19,7,6,1,2,LD,FM,8
19,8,0,1,2,LD,FO,0
19,8,1,1,2,LD,FO,1
19,8,2,1,2,LD,FM,2
19,8,3,1,2,LD,FM,4
19,8,4,1,2,LD,FM,5
19,8,5,1,2,LD,FM,6
19,8,6,1,2,LD,FM,7
19,8,7,1,2,LD,FO,8
19,9,0,1,2,LD,bO,0
19,9,1,1,2,LD,FO,1
19,9,2,1,2,LD,FO,2
19,9,3,1,2,LD,FO,4
19,9,4,1,2,LD,FO,3
19,9,5,1,2,LD,FO,5
19,9,6,1,2,LD,FO,6
19,9,7,1,2,LD,FO,7
19,9,8,1,2,LD,FO,8
19,10,1,0,0,LD,cO,1
19,10,2,1,1,LD,aO,2
19,10,3,1,2,LD,FO,4
19,10,4,1,2,LD,FO,3
19,10,5,1,2,LD,bO,3
19,10,6,1,2,LD,FO,5
19,10,7,1,2,LD,FO,6
19,10,8,1,1,LD,aO,7
19,11,4,0,0,LD,cO,3
19,11,7,0,0,LD,cO,5
20,2,0,4,0,HD,gI,0
20,2,1,3,0,HD,dI,3
20,3,0,3,0,HD,FI,0
20,3,1,4,0,HD,FI,1
20,3,2,4,0,HD,FI,3
20,4,0,2,0,HD,FI,0
20,4,1,3,0,HD,FI,1
20,4,2,3,0,HD,FI,2
20,4,3,3,0,HD,FI,3
20,5,0,1,0,LD,FM,0
20,5,1,3,0,HD,FI,1
20,5,2,2,0,HD,FI,2
20,5,3,2,0,HD,FI,2
20,5,4,3,0,HD,FI,3
20,6,0,1,0,LD,FM,0
20,6,1,1,0,LD,FM,1
20,6,2,1,0,LD,FM,2
20,6,3,1,0,LD,FM,6
20,6,4,1,0,LD,FM,7
20,6,5,1,0,LD,FM,8
20,7,0,1,0,LD,FM,0
20,7,1,1,0,LD,FM,1
20,7,2,1,0,LD,FM,2
20,7,3,1,0,LD,FM,3
20,7,4,1,0,LD,FM,6
20,7,5,1,0,LD,FM,7
20,7,6,1,0,LD,FM,8
20,8,0,1,0,LD,FO,0
20,8,1,1,0,LD,FO,1
20,8,2,1,0,LD,FM,2
20,8,3,1,0,LD,FM,3
20,8,4,1,0,LD,FM,5
20,8,5,1,0,LD,FM,6
20,8,6,1,0,LD,FM,7
20,8,7,1,0,LD,FO,8
20,9,0,1,0,LD,aO,0
20,9,1,1,0,LD,FO,1
20,9,2,1,0,LD,FO,2
20,9,3,1,0,LD,FO,3
20,9,4,1,0,LD,FO,4
20,9,5,1,0,LD,FO,5
20,9,6,1,0,LD,FO,6
20,9,7,1,0,LD,FO,7
20,9,8,1,0,LD,FO,8
20,10,2,1,0,LD,aO,2
20,10,3,1,0,LD,bO,3
20,10,4,1,0,LD,FO,4
20,10,5,1,0,LD,bO,4
20,10,6,1,0,LD,FO,5
20,10,7,1,0,LD,bO,6
20,10,8,1,0,LD,aO,7
21,2,0,4,4,HD,gI,0
21,2,1,3,3,HD,dI,3
21,3,0,3,3,HD,FI,0
21,3,1,4,4,HD,FI,1
21,3,2,4,4,HD,FI,3
21,4,0,2,2,HD,FI,0
21,4,1,3,2,HD,FI,1
21,4,2,3,3,HD,FI,2
21,4,3,3,2,HD,FI,3
21,5,0,1,2,LD,FM,0
21,5,1,3,2,HD,FI,1
21,5,2,2,2,HD,FI,2
21,5,3,2,2,HD,FI,2
21,5,4,3,2,HD,FI,3
21,6,0,1,2,LD,FM,0
21,6,1,1,2,LD,FM,1
21,6,2,1,2,LD,FM,2
21,6,3,1,2,LD,FM,6
21,6,4,1,2,LD,FM,7
21,6,5,1,2,LD,FM,8
21,7,0,1,2,LD,FM,0
21,7,1,1,2,LD,FM,1
21,7,2,1,2,LD,FM,2
21,7,3,1,2,LD,FM,4
21,7,4,1,2,LD,FM,6
21,7,5,1,2,LD,FM,7
21,7,6,1,2,LD,FM,8
21,8,0,1,2,LD,FO,0
21,8,1,1,2,LD,FO,1
21,8,2,1,2,LD,FM,2
21,8,3,1,2,LD,FM,4
21,8,4,1,2,LD,FM,5
21,8,5,1,2,LD,FM,6
21,8,6,1,2,LD,FM,7
21,8,7,1,2,LD,FO,8
21,9,0,1,2,LD,bO,0
21,9,1,1,2,LD,FO,1
21,9,2,1,2,LD,FO,2
21,9,3,1,2,LD,FO,4
21,9,4,1,2,LD,FO,3
21,9,5,1,2,LD,FO,5
21,9,6,1,2,LD,FO,6
21,9,7,1,2,LD,FO,7
21,9,8,1,2,LD,FO,8
21,10,1,1,1,LD,aO,1
21,10,2,1,2,LD,bO,2
21,10,3,1,2,LD,FO,4
21,10,4,1,2,LD,FO,3
21,10,5,1,2,LD,bO,3
21,10,6,1,2,LD,FO,5
21,10,7,1,2,LD,FO,6
21,10,8,1,2,LD,bO,7
21,10,9,0,0,LD,cO,8
21,11,4,0,0,LD,cO,3
21,11,7,0,0,LD,cO,5
22,2,0,4,0,HD,gI,0
22,2,1,3,0,HD,dI,3
22,3,0,3,0,HD,FI,0
22,3,1,4,0,HD,FI,1
22,3,2,4,0,HD,FI,3
22,4,0,2,0,HD,FI,0
22,4,1,3,0,HD,FI,1
22,4,2,3,0,HD,FI,2
22,4,3,3,0,HD,FI,3
22,5,0,1,0,LD,FM,0
22,5,1,3,0,HD,FI,1
22,5,2,2,0,HD,FI,2
22,5,3,2,0,HD,FI,2
22,5,4,3,0,HD,FI,3
22,6,0,1,0,LD,FM,0
22,6,1,1,0,LD,FM,1
22,6,2,1,0,LD,FM,2
22,6,3,1,0,LD,FM,6
22,6,4,1,0,LD,FM,7
22,6,5,1,0,LD,FM,8
22,7,0,1,0,LD,FM,0
22,7,1,1,0,LD,FM,1
22,7,2,1,0,LD,FM,2
22,7,3,1,0,LD,FM,3
22,7,4,1,0,LD,FM,6
22,7,5,1,0,LD,FM,7
22,7,6,1,0,LD,FM,8
22,8,0,1,0,LD,FO,0
22,8,1,1,0,LD,FO,1
22,8,2,1,0,LD,FM,2
22,8,3,1,0,LD,FM,3
22,8,4,1,0,LD,FM,5
22,8,5,1,0,LD,FM,6
22,8,6,1,0,LD,FM,7
22,8,7,1,0,LD,FO,8
22,9,0,1,0,LD,aO,0
22,9,1,1,0,LD,FO,1
22,9,2,1,0,LD,FO,2
22,9,3,1,0,LD,FO,3
22,9,4,1,0,LD,FO,4
22,9,5,1,0,LD,FO,5
22,9,6,1,0,LD,FO,6
22,9,7,1,0,LD,FO,7
22,9,8,1,0,LD,FO,8
22,10,2,1,0,LD,aO,2
22,10,3,1,0,LD,bO,3
22,10,4,1,0,LD,FO,4
22,10,5,1,0,LD,bO,4
22,10,6,1,0,LD,FO,5
22,10,7,1,0,LD,bO,6
22,10,8,1,0,LD,aO,7
23,2,0,4,3,HD,gI,0
23,2,1,3,2,HD,dI,3
23,3,0,3,3,HD,FI,0
23,3,1,4,3,HD,FI,1
23,3,2,4,3,HD,FI,3
23,4,0,2,2,HD,FI,0
23,4,1,3,2,HD,FI,1
23,4,2,3,2,HD,FI,2
23,4,3,3,2,HD,FI,3
23,5,0,1,2,LD,FM,0
23,5,1,3,2,HD,FI,1
23,5,2,2,2,HD,FI,2
23,5,3,2,2,HD,FI,2
23,5,4,3,2,HD,FI,3
23,6,0,1,2,LD,FM,0
23,6,1,1,2,LD,FM,1
23,6,2,1,2,LD,FM,2
23,6,3,1,2,LD,FM,6
23,6,4,1,2,LD,FM,7
23,6,5,1,2,LD,FM,8
23,7,0,1,2,LD,FM,0
23,7,1,1,2,LD,FM,1
23,7,2,1,2,LD,FM,2
23,7,3,1,2,LD,FM,4
23,7,4,1,2,LD,FM,6
23,7,5,1,2,LD,FM,7
23,7,6,1,2,LD,FM,8
23,8,0,1,2,LD,FO,0
23,8,1,1,2,LD,FO,1
23,8,2,1,2,LD,FM,2
23,8,3,1,2,LD,FM,4
23,8,4,1,2,LD,FM,5
23,8,5,1,2,LD,FM,6
23,8,6,1,2,LD,FM,7
23,8,7,1,2,LD,FO,8
23,9,0,1,2,LD,bO,0
23,9,1,1,2,LD,FO,1
23,9,2,1,2,LD,FO,2
23,9,3,1,2,LD,FO,4
23,9,4,1,2,LD,FO,3
23,9,5,1,2,LD,FO,5
23,9,6,1,2,LD,FO,6
23,9,7,1,2,LD,FO,7
23,9,8,1,2,LD,FO,8
23,10,1,1,1,LD,aO,1
23,10,2,1,2,LD,bO,2
23,10,3,1,2,LD,FO,4
23,10,4,1,2,LD,FO,3
23,10,5,1,2,LD,bO,3
23,10,6,1,2,LD,FO,5
23,10,7,1,2,LD,FO,6
23,10,8,1,2,LD,bO,7
23,10,9,0,0,LD,cO,8
23,11,4,0,0,LD,cO,3
23,11,7,0,0,LD,cO,5
24,2,0,4,0,HD,gI,0
24,2,1,3,0,HD,dI,3
24,3,0,3,0,HD,FI,0
24,3,1,4,0,HD,FI,1
24,3,2,4,0,HD,FI,3
24,4,0,2,0,HD,FI,0
24,4,1,3,0,HD,FI,1
24,4,2,3,0,HD,FI,2
24,4,3,3,0,HD,FI,3
24,5,0,1,0,LD,FM,0
24,5,1,3,0,HD,FI,1
24,5,2,2,0,HD,FI,2
24,5,3,2,0,HD,FI,2
24,5,4,3,0,HD,FI,3
24,6,0,1,0,LD,FM,0
24,6,1,1,0,LD,FM,1
24,6,2,1,0,LD,FM,2
24,6,3,1,0,LD,FM,6
24,6,4,1,0,LD,FM,7
24,6,5,1,0,LD,FM,8
24,7,0,1,0,LD,FM,0
24,7,1,1,0,LD,FM,1
24,7,2,1,0,LD,FM,2
24,7,3,1,0,LD,FM,4
24,7,4,1,0,LD,FM,6
24,7,5,1,0,LD,FM,7
24,7,6,1,0,LD,FM,8
24,8,0,1,0,LD,FO,0
24,8,1,1,0,LD,FO,1
24,8,2,1,0,LD,FM,2
24,8,3,1,0,LD,FM,4
24,8,4,1,0,LD,FM,5
24,8,5,1,0,LD,FM,6
24,8,6,1,0,LD,FM,7
24,8,7,1,0,LD,FO,8
24,9,0,1,0,LD,bO,0
24,9,1,1,0,LD,FO,1
24,9,2,1,0,LD,FO,2
24,9,3,1,0,LD,FO,4
24,9,4,1,0,LD,FO,3
24,9,5,1,0,LD,FO,5
24,9,6,1,0,LD,FO,6
24,9,7,1,0,LD,FO,7
24,9,8,1,0,LD,FO,8
24,10,1,0,0,LD,cO,1
24,10,2,1,0,LD,aO,2
24,10,3,1,0,LD,FO,4
24,10,4,1,0,LD,FO,3
24,10,5,1,0,LD,bO,3
24,10,6,1,0,LD,FO,5
24,10,7,1,0,LD,FO,6
24,10,8,1,0,LD,aO,7
24,11,4,0,0,LD,cO,3
24,11,7,0,0,LD,cO,5
25,2,0,4,3,HD,gI,0
25,2,1,3,2,HD,dI,3
25,3,0,3,3,HD,FI,0
25,3,1,4,3,HD,FI,1
25,3,2,4,3,HD,FI,3
25,4,0,2,2,HD,FI,0
25,4,1,2,2,HD,FI,1
25,4,2,3,2,HD,FI,2
25,4,3,3,2,HD,FI,3
25,5,0,1,2,LD,FM,0
25,5,1,1,2,HD,FI,1
25,5,2,2,2,HD,FI,2
25,5,3,2,2,HD,FI,2
25,5,4,1,2,HD,FI,3
25,6,0,1,2,LD,FM,0
25,6,1,1,2,LD,FM,1
25,6,2,1,2,LD,FM,2
25,6,3,1,2,LD,FM,6
25,6,4,1,2,LD,FM,7
25,6,5,1,2,LD,FM,8
25,7,0,1,2,LD,FM,0
25,7,1,1,2,LD,FM,1
25,7,2,1,2,LD,FM,2
25,7,3,1,2,LD,FM,4
25,7,4,1,2,LD,FM,6
25,7,5,1,2,LD,FM,7
25,7,6,1,2,LD,FM,8
25,8,0,1,2,LD,FO,0
25,8,1,1,2,LD,FO,1
25,8,2,1,2,LD,FM,2
25,8,3,1,2,LD,FM,4
25,8,4,1,2,LD,FM,5
25,8,5,1,2,LD,FM,6
25,8,6,1,2,LD,FM,7
25,8,7,1,2,LD,FO,8
25,9,0,1,2,LD,bO,0
25,9,1,1,2,LD,FO,1
25,9,2,1,2,LD,FO,2
25,9,3,1,2,LD,FO,4
25,9,4,1,2,LD,FO,3
25,9,5,1,2,LD,FO,5
25,9,6,1,2,LD,FO,6
25,9,7,1,2,LD,FO,7
25,9,8,1,2,LD,FO,8
25,10,1,1,1,LD,aO,1
25,10,2,1,2,LD,FO,2
25,10,3,1,2,LD,FO,4
25,10,4,1,2,LD,FO,3
25,10,5,1,2,LD,FO,3
25,10,6,1,2,LD,FO,5
25,10,7,1,2,LD,FO,6
25,10,8,1,2,LD,FO,7
25,10,9,0,0,LD,cO,8
25,11,3,0,0,LD,cO,4
25,11,4,1,1,LD,dO,3
25,11,5,0,0,LD,cO,3
25,11,6,0,0,LD,cO,3
25,11,7,1,1,LD,dO,5
25,11,8,0,0,LD,cO,6
26,2,0,4,0,HD,gI,0
26,2,1,3,0,HD,dI,3
26,3,0,3,0,HD,FI,0
26,3,1,4,0,HD,FI,1
26,3,2,4,0,HD,FI,3
26,4,0,2,0,HD,FI,0
26,4,1,2,0,HD,FI,1
26,4,2,3,0,HD,FI,2
26,4,3,2,0,HD,FI,3
26,5,0,1,0,LD,FM,0
26,5,1,1,0,HD,FI,1
26,5,2,2,0,HD,FI,2
26,5,3,2,0,HD,FI,2
26,5,4,1,0,HD,FI,3
26,6,0,1,0,LD,FM,0
26,6,1,1,0,LD,FM,1
26,6,2,1,0,LD,FM,2
26,6,3,1,0,LD,FM,6
26,6,4,1,0,LD,FM,7
26,6,5,1,0,LD,FM,8
26,7,0,1,0,LD,FM,0
26,7,1,1,0,LD,FM,1
26,7,2,1,0,LD,FM,2
26,7,3,1,0,LD,FM,3
26,7,4,1,0,LD,FM,6
26,7,5,1,0,LD,FM,7
26,7,6,1,0,LD,FM,8
26,8,0,1,0,LD,FO,0
26,8,1,1,0,LD,FO,1
26,8,2,1,0,LD,FM,2
26,8,3,1,0,LD,FM,3
26,8,4,1,0,LD,FM,5
26,8,5,1,0,LD,FM,6
26,8,6,1,0,LD,FM,7
26,8,7,1,0,LD,FO,8
26,9,0,1,0,LD,bO,0
26,9,1,1,0,LD,FO,1
26,9,2,1,0,LD,FO,2
26,9,3,1,0,LD,FO,3
26,9,4,1,0,LD,FO,4
26,9,5,1,0,LD,FO,5
26,9,6,1,0,LD,FO,6
26,9,7,1,0,LD,FO,7
26,9,8,1,0,LD,FO,8
26,10,1,1,0,LD,aO,1
26,10,2,1,0,LD,bO,2
26,10,3,1,0,LD,FO,3
26,10,4,1,0,LD,FO,4
26,10,5,1,0,LD,FO,4
26,10,6,1,0,LD,FO,5
26,10,7,1,0,LD,FO,6
26,10,8,1,0,LD,bO,7
26,10,9,0,0,LD,cO,8
26,11,4,0,0,LD,cO,3
26,11,5,0,0,LD,cO,4
26,11,6,0,0,LD,cO,4
26,11,7,0,0,LD,cO,5
27,2,0,3,3,HD,gI,0
27,2,1,2,2,HD,dI,3
27,3,0,3,3,HD,FI,0
27,3,1,4,3,HD,FI,1
27,3,2,4,3,HD,FI,3
27,4,0,2,2,HD,FI,0
27,4,1,2,2,HD,FI,1
27,4,2,3,2,HD,FI,2
27,4,3,2,2,HD,FI,3
27,5,0,1,2,LD,FM,0
27,5,1,1,2,HD,FI,1
27,5,2,2,2,HD,FI,2
27,5,3,3,2,HD,FI,2
27,5,4,1,2,HD,FI,3
27,6,0,1,2,LD,FM,0
27,6,1,1,2,LD,FM,1
27,6,2,1,2,LD,FM,2
27,6,3,1,2,LD,FM,6
27,6,4,1,2,LD,FM,7
27,6,5,1,2,LD,FM,8
27,7,0,1,2,LD,FM,0
27,7,1,1,2,LD,FM,1
27,7,2,1,2,LD,FM,2
27,7,3,1,2,LD,FM,4
27,7,4,1,2,LD,FM,6
27,7,5,1,2,LD,FM,7
27,7,6,1,2,LD,FM,8
27,8,0,1,2,LD,FO,0
27,8,1,1,2,LD,FO,1
27,8,2,1,2,LD,FM,2
27,8,3,1,2,LD,FM,4
27,8,4,1,2,LD,FM,5
27,8,5,1,2,LD,FM,6
27,8,6,1,2,LD,FM,7
27,8,7,1,2,LD,FO,8
27,9,0,1,2,LD,FO,0
27,9,1,1,2,LD,FO,1
27,9,2,1,2,LD,FO,2
27,9,3,1,2,LD,FO,4
27,9,4,1,2,LD,FO,3
27,9,5,1,2,LD,FO,5
27,9,6,1,2,LD,FO,6
27,9,7,1,2,LD,FO,7
27,9,8,1,2,LD,FO,8
27,10,1,1,1,LD,aO,1
27,10,2,1,2,LD,FO,2
27,10,3,1,2,LD,FO,4
27,10,4,1,2,LD,FO,3
27,10,5,1,2,LD,FO,3
27,10,6,1,2,LD,FO,5
27,10,7,1,2,LD,FO,6
27,10,8,1,2,LD,FO,7
27,10,9,1,1,LD,aO,8
27,11,3,0,0,LD,cO,4
27,11,4,1,1,LD,dO,3
27,11,5,0,0,LD,cO,3
27,11,6,0,0,LD,cO,3
27,11,7,1,1,LD,dO,5
27,11,8,0,0,LD,cO,6
28,2,0,3,0,HD,gI,0
28,2,1,2,0,HD,dI,3
28,3,0,3,0,HD,FI,0
28,3,1,4,0,HD,FI,1
28,3,2,3,0,HD,FI,3
28,4,0,2,0,HD,FI,0
28,4,1,2,0,HD,FI,1
28,4,2,3,0,HD,FI,2
28,4,3,2,0,HD,FI,3
28,5,0,1,0,LD,FM,0
28,5,1,1,0,HD,FI,1
28,5,2,2,0,HD,FI,2
28,5,3,3,0,HD,FI,2
28,5,4,1,0,HD,FI,3
28,6,0,1,0,LD,FM,0
28,6,1,1,0,LD,FM,1
28,6,2,1,0,LD,FM,2
28,6,3,1,0,LD,FM,6
28,6,4,1,0,LD,FM,7
28,6,5,1,0,LD,FM,8
28,7,0,1,0,LD,FM,0
28,7,1,1,0,LD,FM,1
28,7,2,1,0,LD,FM,2
28,7,3,1,0,LD,FM,4
28,7,4,1,0,LD,FM,6
28,7,5,1,0,LD,FM,7
28,7,6,1,0,LD,FM,8
28,8,0,1,0,LD,FO,0
28,8,1,1,0,LD,FO,1
28,8,2,1,0,LD,FO,2
28,8,3,1,0,LD,FM,4
28,8,4,1,0,LD,FM,5
28,8,5,1,0,LD,FM,6
28,8,6,1,0,LD,FO,7
28,8,7,1,0,LD,FO,8
28,9,0,1,0,LD,FO,0
28,9,1,1,0,LD,FO,1
28,9,2,1,0,LD,FO,2
28,9,3,1,0,LD,FO,4
28,9,4,1,0,LD,FO,3
28,9,5,1,0,LD,FO,5
28,9,6,1,0,LD,FO,6
28,9,7,1,0,LD,FO,7
28,9,8,1,0,LD,FO,8
28,10,1,1,0,LD,aO,1
28,10,2,1,0,LD,bO,2
28,10,3,1,0,LD,FO,4
28,10,4,1,0,LD,FO,3
28,10,5,1,0,LD,FO,3
28,10,6,1,0,LD,FO,5
28,10,7,1,0,LD,FO,6
28,10,8,1,0,LD,bO,7
28,10,9,1,0,LD,aO,8
28,11,4,1,0,LD,dO,3
28,11,5,0,0,LD,cO,3
28,11,6,0,0,LD,cO,3
28,11,7,1,0,LD,dO,5
29,0,2,3,2,HD,FI,3
29,0,3,2,2,HD,FI,3
29,0,4,1,2,HD,FI,3
29,0,5,1,2,LD,FM,8
29,0,6,1,2,LD,FM,8
29,0,7,1,2,LD,FO,8
29,0,8,1,2,LD,FO,8
29,0,9,0,0,LD,cO,8
29,1,2,3,2,HD,bI,2
29,1,3,3,2,HD,FI,2
29,1,4,3,2,HD,FI,2
29,1,5,1,2,LD,FM,7
29,1,6,1,2,LD,FM,7
29,1,7,1,2,LD,FO,7
29,1,8,1,2,LD,FO,7
29,1,9,1,2,LD,FO,7
29,2,0,3,2,HD,aI,0
29,2,1,2,2,HD,aI,2
29,2,2,3,2,HD,FI,0
29,2,3,3,2,HD,FI,1
29,2,4,2,2,HD,FI,1
29,2,5,1,2,LD,FM,6
29,2,6,1,2,LD,FM,6
29,2,7,1,2,LD,FM,6
29,2,8,1,2,LD,FO,6
29,2,9,1,2,LD,FO,6
29,2,10,1,1,LD,aO,6
29,3,0,3,2,HD,FI,0
29,3,1,3,2,HD,FI,1
29,3,2,3,2,HD,FI,2
29,3,3,2,2,HD,FI,0
29,3,4,3,2,HD,FI,1
29,3,5,1,2,LD,FM,2
29,3,6,1,2,LD,FM,4
29,3,7,1,2,LD,FM,5
29,3,8,1,2,LD,FO,5
29,3,9,1,2,LD,FO,5
29,3,10,1,2,LD,bO,5
29,4,0,2,2,HD,FI,0
29,4,1,2,2,HD,FI,1
29,4,2,2,2,HD,FI,1
29,4,3,3,2,HD,FI,2
29,4,4,1,2,HD,FI,0
29,4,5,1,2,LD,FM,1
29,4,6,1,2,LD,FM,2
29,4,7,1,2,LD,FM,4
29,4,8,1,2,LD,FO,3
29,4,9,1,2,LD,FO,3
29,4,10,1,2,LD,FO,3
29,5,0,1,2,LD,FM,0
29,5,1,1,2,LD,FM,1
29,5,2,1,2,LD,FM,2
29,5,3,1,2,LD,FM,7
29,5,4,1,2,LD,FM,8
29,5,5,1,2,LD,FM,0
29,5,6,1,2,LD,FM,1
29,5,7,1,2,LD,FM,2
29,5,8,1,2,LD,FO,4
29,5,9,1,2,LD,FO,3
29,5,10,0,0,LD,cO,3
29,6,0,1,2,LD,FM,0
29,6,1,1,2,LD,FM,1
29,6,2,1,2,LD,FM,2
29,6,3,1,2,LD,FM,6
29,6,4,1,2,LD,FM,7
29,6,5,1,2,LD,FM,8
29,6,6,1,2,LD,FM,0
29,6,7,1,2,LD,FO,1
29,6,8,1,2,LD,FO,2
29,6,9,1,2,LD,FO,4
29,6,10,1,2,LD,FO,3
29,7,0,1,2,LD,FM,0
29,7,1,1,2,LD,FM,1
29,7,2,1,2,LD,FM,2
29,7,3,1,2,LD,FM,4
29,7,4,1,2,LD,FM,6
29,7,5,1,2,LD,FM,7
29,7,6,1,2,LD,FM,8
29,7,7,1,2,LD,FO,0
29,7,8,1,2,LD,FO,1
29,7,9,1,2,LD,FO,2
29,7,10,1,2,LD,bO,4
29,8,0,1,2,LD,FO,0
29,8,1,1,2,LD,FO,1
29,8,2,1,2,LD,FO,2
29,8,3,1,2,LD,FO,4
29,8,4,1,2,LD,FO,5
29,8,5,1,2,LD,FO,6
29,8,6,1,2,LD,FO,7
29,8,7,1,2,LD,FO,8
29,8,8,1,2,LD,FO,0
29,8,9,1,2,LD,FO,1
29,8,10,1,1,LD,aO,2
29,9,0,1,2,LD,FO,0
29,9,1,1,2,LD,FO,1
